state_abbr,year,repay_rate_category,meanStateApprop_byYear,meanTuition_byYear,meanRepayRate_byYear,meanRepayRate_byYearStateAndIncome,meanRepayRate_byStateAndIncome,meanStateApprop_byState,meanTuition_byState,meanStateApprop_byYearAndState,meanTuition_byYearAndState
AR,2013,repay_rate_hilodiff,76838763.23606557,6327.695454545455,0.4631506869699306,0.21307427272727272,0.17634001149425288,52458321.01136363,4801.079545454545,54306629.54545455,5227.181818181818
AR,2013,repay_rate_highincome,76838763.23606557,6327.695454545455,0.4631506869699306,0.7027267272727272,0.7000311034482759,52458321.01136363,4801.079545454545,54306629.54545455,5227.181818181818
AR,2014,repay_rate_highincome,77805035.5120773,6465.671641791045,0.4628234650986343,0.7059824545454545,0.7000311034482759,52458321.01136363,4801.079545454545,51184156.18181818,5549.727272727273
AR,2014,repay_rate_lowincome,77805035.5120773,6465.671641791045,0.4628234650986343,0.5130387272727273,0.5267034545454545,52458321.01136363,4801.079545454545,51184156.18181818,5549.727272727273
AR,2014,repay_rate_midincome,77805035.5120773,6465.671641791045,0.4628234650986343,0.635222,0.6310348850574713,52458321.01136363,4801.079545454545,51184156.18181818,5549.727272727273
AR,2014,repay_rate_hilodiff,77805035.5120773,6465.671641791045,0.4628234650986343,0.19294372727272727,0.17634001149425288,52458321.01136363,4801.079545454545,51184156.18181818,5549.727272727273
AZ,2007,repay_rate_highincome,87809339.5775862,4407.140575079872,0.5805351814688301,0.812922,0.6965062285714285,271641719.6666667,7487.171428571429,355667482.6666667,4716.666666666667
AZ,2007,repay_rate_lowincome,87809339.5775862,4407.140575079872,0.5805351814688301,0.6553133333333333,0.506894,271641719.6666667,7487.171428571429,355667482.6666667,4716.666666666667
AZ,2007,repay_rate_hilodiff,87809339.5775862,4407.140575079872,0.5805351814688301,0.15760866666666667,0.18961222857142856,271641719.6666667,7487.171428571429,355667482.6666667,4716.666666666667
AZ,2007,repay_rate_midincome,87809339.5775862,4407.140575079872,0.5805351814688301,0.7326155,0.6014430857142857,271641719.6666667,7487.171428571429,355667482.6666667,4716.666666666667
AZ,2008,repay_rate_highincome,83696878.17900172,4647.194888178914,0.5481490175213676,0.7694276666666666,0.6965062285714285,271641719.6666667,7487.171428571429,303180042.6666667,5275.666666666667
AZ,2008,repay_rate_hilodiff,83696878.17900172,4647.194888178914,0.5481490175213676,0.19718266666666667,0.18961222857142856,271641719.6666667,7487.171428571429,303180042.6666667,5275.666666666667
AZ,2008,repay_rate_midincome,83696878.17900172,4647.194888178914,0.5481490175213676,0.6831119999999999,0.6014430857142857,271641719.6666667,7487.171428571429,303180042.6666667,5275.666666666667
AZ,2008,repay_rate_lowincome,83696878.17900172,4647.194888178914,0.5481490175213676,0.572245,0.506894,271641719.6666667,7487.171428571429,303180042.6666667,5275.666666666667
AZ,2009,repay_rate_lowincome,77839416.36060101,5002.924031007752,0.5205521902040816,0.509841,0.506894,271641719.6666667,7487.171428571429,286587205.3333333,6209.666666666667
AZ,2009,repay_rate_hilodiff,77839416.36060101,5002.924031007752,0.5205521902040816,0.21326633333333334,0.18961222857142856,271641719.6666667,7487.171428571429,286587205.3333333,6209.666666666667
AZ,2009,repay_rate_midincome,77839416.36060101,5002.924031007752,0.5205521902040816,0.6367116666666667,0.6014430857142857,271641719.6666667,7487.171428571429,286587205.3333333,6209.666666666667
AZ,2009,repay_rate_highincome,77839416.36060101,5002.924031007752,0.5205521902040816,0.7231073333333333,0.6965062285714285,271641719.6666667,7487.171428571429,286587205.3333333,6209.666666666667
AZ,2010,repay_rate_lowincome,77719794.94224423,5275.549770290965,0.49959436894360604,0.48507066666666665,0.506894,271641719.6666667,7487.171428571429,286184165.3333333,6946
AZ,2010,repay_rate_hilodiff,77719794.94224423,5275.549770290965,0.49959436894360604,0.20263033333333333,0.18961222857142856,271641719.6666667,7487.171428571429,286184165.3333333,6946
AZ,2010,repay_rate_midincome,77719794.94224423,5275.549770290965,0.49959436894360604,0.5986016666666667,0.6014430857142857,271641719.6666667,7487.171428571429,286184165.3333333,6946
AZ,2010,repay_rate_highincome,77719794.94224423,5275.549770290965,0.49959436894360604,0.687701,0.6965062285714285,271641719.6666667,7487.171428571429,286184165.3333333,6946
AZ,2011,repay_rate_midincome,72368615.25370675,5851.360856269113,0.4829237395915161,0.570797,0.6014430857142857,271641719.6666667,7487.171428571429,233094925.33333334,8278.666666666666
AZ,2011,repay_rate_lowincome,72368615.25370675,5851.360856269113,0.4829237395915161,0.470252,0.506894,271641719.6666667,7487.171428571429,233094925.33333334,8278.666666666666
AZ,2011,repay_rate_highincome,72368615.25370675,5851.360856269113,0.4829237395915161,0.6675006666666666,0.6965062285714285,271641719.6666667,7487.171428571429,233094925.33333334,8278.666666666666
AZ,2011,repay_rate_hilodiff,72368615.25370675,5851.360856269113,0.4829237395915161,0.19724866666666666,0.18961222857142856,271641719.6666667,7487.171428571429,233094925.33333334,8278.666666666666
AZ,2012,repay_rate_highincome,72138635.56953642,6120.6312594840665,0.4693932381874516,0.6539666666666667,0.6965062285714285,271641719.6666667,7487.171428571429,224380904,9091
AZ,2012,repay_rate_hilodiff,72138635.56953642,6120.6312594840665,0.4693932381874516,0.200261,0.18961222857142856,271641719.6666667,7487.171428571429,224380904,9091
AZ,2012,repay_rate_lowincome,72138635.56953642,6120.6312594840665,0.4693932381874516,0.4537056666666667,0.506894,271641719.6666667,7487.171428571429,224380904,9091
AZ,2012,repay_rate_midincome,72138635.56953642,6120.6312594840665,0.4693932381874516,0.5451306666666667,0.6014430857142857,271641719.6666667,7487.171428571429,224380904,9091
AZ,2013,repay_rate_highincome,76838763.23606557,6327.695454545455,0.4631506869699306,0.6323531428571428,0.6965062285714285,271641719.6666667,7487.171428571429,235858085.33333334,9048.285714285714
AZ,2013,repay_rate_lowincome,76838763.23606557,6327.695454545455,0.4631506869699306,0.446678,0.506894,271641719.6666667,7487.171428571429,235858085.33333334,9048.285714285714
AZ,2013,repay_rate_hilodiff,76838763.23606557,6327.695454545455,0.4631506869699306,0.18567514285714287,0.18961222857142856,271641719.6666667,7487.171428571429,235858085.33333334,9048.285714285714
AZ,2013,repay_rate_midincome,76838763.23606557,6327.695454545455,0.4631506869699306,0.5303695714285714,0.6014430857142857,271641719.6666667,7487.171428571429,235858085.33333334,9048.285714285714
AZ,2014,repay_rate_highincome,77805035.5120773,6465.671641791045,0.4628234650986343,0.6526577142857143,0.6965062285714285,271641719.6666667,7487.171428571429,248180946.66666666,9001.42857142857
AZ,2014,repay_rate_lowincome,77805035.5120773,6465.671641791045,0.4628234650986343,0.4584744285714286,0.506894,271641719.6666667,7487.171428571429,248180946.66666666,9001.42857142857
AZ,2014,repay_rate_midincome,77805035.5120773,6465.671641791045,0.4628234650986343,0.5484527142857143,0.6014430857142857,271641719.6666667,7487.171428571429,248180946.66666666,9001.42857142857
AZ,2014,repay_rate_hilodiff,77805035.5120773,6465.671641791045,0.4628234650986343,0.19418328571428572,0.18961222857142856,271641719.6666667,7487.171428571429,248180946.66666666,9001.42857142857
CA,2007,repay_rate_hilodiff,87809339.5775862,4407.140575079872,0.5805351814688301,0.07993263333333334,0.12037405078125,143018195.7559055,4125.183908045977,177917024.77419356,0
CA,2007,repay_rate_midincome,87809339.5775862,4407.140575079872,0.5805351814688301,0.7987972,0.68514478515625,143018195.7559055,4125.183908045977,177917024.77419356,0
CA,2007,repay_rate_lowincome,87809339.5775862,4407.140575079872,0.5805351814688301,0.74772484375,0.6119973307692308,143018195.7559055,4125.183908045977,177917024.77419356,0
CA,2007,repay_rate_highincome,87809339.5775862,4407.140575079872,0.5805351814688301,0.8197584333333333,0.72896115234375,143018195.7559055,4125.183908045977,177917024.77419356,0
CA,2008,repay_rate_lowincome,83696878.17900172,4647.194888178914,0.5481490175213676,0.683004375,0.6119973307692308,143018195.7559055,4125.183908045977,137375118.19354838,0
CA,2008,repay_rate_midincome,83696878.17900172,4647.194888178914,0.5481490175213676,0.74465,0.68514478515625,143018195.7559055,4125.183908045977,137375118.19354838,0
CA,2008,repay_rate_hilodiff,83696878.17900172,4647.194888178914,0.5481490175213676,0.11661416129032258,0.12037405078125,143018195.7559055,4125.183908045977,137375118.19354838,0
CA,2008,repay_rate_highincome,83696878.17900172,4647.194888178914,0.5481490175213676,0.7950029677419355,0.72896115234375,143018195.7559055,4125.183908045977,137375118.19354838,0
CA,2009,repay_rate_highincome,77839416.36060101,5002.924031007752,0.5205521902040816,0.755393935483871,0.72896115234375,143018195.7559055,4125.183908045977,147538898.875,2054.4545454545455
CA,2009,repay_rate_midincome,77839416.36060101,5002.924031007752,0.5205521902040816,0.7061172580645161,0.68514478515625,143018195.7559055,4125.183908045977,147538898.875,2054.4545454545455
CA,2009,repay_rate_hilodiff,77839416.36060101,5002.924031007752,0.5205521902040816,0.13033674193548386,0.12037405078125,143018195.7559055,4125.183908045977,147538898.875,2054.4545454545455
CA,2009,repay_rate_lowincome,77839416.36060101,5002.924031007752,0.5205521902040816,0.62935228125,0.6119973307692308,143018195.7559055,4125.183908045977,147538898.875,2054.4545454545455
CA,2010,repay_rate_lowincome,77719794.94224423,5275.549770290965,0.49959436894360604,0.5849061212121213,0.6119973307692308,143018195.7559055,4125.183908045977,153558837,2564.181818181818
CA,2010,repay_rate_hilodiff,77719794.94224423,5275.549770290965,0.49959436894360604,0.12530566666666668,0.12037405078125,143018195.7559055,4125.183908045977,153558837,2564.181818181818
CA,2010,repay_rate_highincome,77719794.94224423,5275.549770290965,0.49959436894360604,0.7102117878787879,0.72896115234375,143018195.7559055,4125.183908045977,153558837,2564.181818181818
CA,2010,repay_rate_midincome,77719794.94224423,5275.549770290965,0.49959436894360604,0.6657090606060606,0.68514478515625,143018195.7559055,4125.183908045977,153558837,2564.181818181818
CA,2011,repay_rate_highincome,72368615.25370675,5851.360856269113,0.4829237395915161,0.686805696969697,0.72896115234375,143018195.7559055,4125.183908045977,117534902.125,7039.636363636364
CA,2011,repay_rate_lowincome,72368615.25370675,5851.360856269113,0.4829237395915161,0.5615706666666667,0.6119973307692308,143018195.7559055,4125.183908045977,117534902.125,7039.636363636364
CA,2011,repay_rate_midincome,72368615.25370675,5851.360856269113,0.4829237395915161,0.6384983333333333,0.68514478515625,143018195.7559055,4125.183908045977,117534902.125,7039.636363636364
CA,2011,repay_rate_hilodiff,72368615.25370675,5851.360856269113,0.4829237395915161,0.1252350303030303,0.12037405078125,143018195.7559055,4125.183908045977,117534902.125,7039.636363636364
CA,2012,repay_rate_highincome,72138635.56953642,6120.6312594840665,0.4693932381874516,0.6835902121212121,0.72896115234375,143018195.7559055,4125.183908045977,124548123.375,7054.727272727273
CA,2012,repay_rate_lowincome,72138635.56953642,6120.6312594840665,0.4693932381874516,0.5516563333333333,0.6119973307692308,143018195.7559055,4125.183908045977,124548123.375,7054.727272727273
CA,2012,repay_rate_hilodiff,72138635.56953642,6120.6312594840665,0.4693932381874516,0.1319338787878788,0.12037405078125,143018195.7559055,4125.183908045977,124548123.375,7054.727272727273
CA,2012,repay_rate_midincome,72138635.56953642,6120.6312594840665,0.4693932381874516,0.6371853939393939,0.68514478515625,143018195.7559055,4125.183908045977,124548123.375,7054.727272727273
CA,2013,repay_rate_highincome,76838763.23606557,6327.695454545455,0.4631506869699306,0.6897706363636363,0.72896115234375,143018195.7559055,4125.183908045977,138457768.875,7039.636363636364
CA,2013,repay_rate_lowincome,76838763.23606557,6327.695454545455,0.4631506869699306,0.5609433333333333,0.6119973307692308,143018195.7559055,4125.183908045977,138457768.875,7039.636363636364
CA,2013,repay_rate_midincome,76838763.23606557,6327.695454545455,0.4631506869699306,0.6436816060606061,0.68514478515625,143018195.7559055,4125.183908045977,138457768.875,7039.636363636364
CA,2013,repay_rate_hilodiff,76838763.23606557,6327.695454545455,0.4631506869699306,0.12882730303030304,0.12037405078125,143018195.7559055,4125.183908045977,138457768.875,7039.636363636364
CA,2014,repay_rate_highincome,77805035.5120773,6465.671641791045,0.4628234650986343,0.70426603125,0.72896115234375,143018195.7559055,4125.183908045977,148129135.0625,7088.625
CA,2014,repay_rate_lowincome,77805035.5120773,6465.671641791045,0.4628234650986343,0.58272421875,0.6119973307692308,143018195.7559055,4125.183908045977,148129135.0625,7088.625
CA,2014,repay_rate_hilodiff,77805035.5120773,6465.671641791045,0.4628234650986343,0.1215418125,0.12037405078125,143018195.7559055,4125.183908045977,148129135.0625,7088.625
